% Model,perovskite_alpha2_45_ax260_rdisk56.mph
% Version,COMSOL 5.6.0.280
% Date,"Dec 7 2021, 00:32"
% Table,Evaluation Group 1 - 
% alpha1 (rad),freq (THz),Total reflectance (1)
0.10471975511965978,508,0.3520106790632533
0.10471975511965978,512,0.3554211233505296
0.10471975511965978,516,0.3552198980748504
0.10471975511965978,520,0.35660268159604264
0.10471975511965978,524,0.359317471049792
0.10471975511965978,528,0.3615905954995086
0.10471975511965978,532,0.36567905642317966
0.10471975511965978,536,0.36997426481144274
0.10471975511965978,540,0.3754963528655108
0.10471975511965978,544,0.38251916626116633
0.10471975511965978,548,0.39125832743727484
0.10471975511965978,552,0.4027480684590779
0.10471975511965978,556,0.4195266608002778
0.10471975511965978,560,0.3437293904753142
0.10471975511965978,564,0.2826732478759727
0.10471975511965978,568,0.3486425182201881
0.10471975511965978,572,0.36406190671238997
0.10471975511965978,576,0.38524467980531996
0.10471975511965978,580,0.3687567054777473
0.10471975511965978,584,0.2609934644410309
0.10471975511965978,588,0.22416853760092237
0.10471975511965978,592,0.2564773270085106
0.10471975511965978,596,0.287666037254539
0.10471975511965978,600,0.29812320854046825
0.10471975511965978,604,0.20067746215198062
0.10471975511965978,608,0.1476195679960936
0.10471975511965978,612,0.2221378669612172
0.10471975511965978,616,0.26380298398905316
0.10471975511965978,620,0.2839628928864771
0.10471975511965978,624,0.27036338851827224
0.10471975511965978,628,0.15964177298741283
0.10471975511965978,632,0.11221498215850885
0.10471975511965978,636,0.17275705951726972
0.10471975511965978,640,0.21311347349235393
0.10471975511965978,644,0.23626365153742238
0.10471975511965978,648,0.25062580846001953
0.10471975511965978,652,0.2602171570347535
0.13962634015954636,500,0.34804037123608306
0.13962634015954636,504,0.3518655727743517
0.13962634015954636,508,0.35261716784217606
0.13962634015954636,512,0.3523217490337737
0.13962634015954636,516,0.35474613282318995
0.13962634015954636,520,0.35718299630047656
0.13962634015954636,524,0.35951004701677364
0.13962634015954636,528,0.362493573811392
0.13962634015954636,532,0.36463303785964873
0.13962634015954636,536,0.3702410610329098
0.13962634015954636,540,0.3760725136142696
0.13962634015954636,544,0.3832475529562754
0.13962634015954636,548,0.39217240033773154
0.13962634015954636,552,0.40349929879851815
0.13962634015954636,556,0.40860637329185556
0.13962634015954636,560,0.2574726213324743
0.13962634015954636,564,0.31073453235940024
0.13962634015954636,568,0.35978263462562987
0.13962634015954636,572,0.3682728267109096
0.13962634015954636,576,0.38446082313860713
0.13962634015954636,580,0.3678017802924078
0.13962634015954636,584,0.2605608105689186
0.13962634015954636,588,0.22511750727002697
0.13962634015954636,592,0.2561326066677807
0.13962634015954636,596,0.2803054333451076
0.13962634015954636,600,0.23867242199096222
0.13962634015954636,604,0.1441772881525892
0.13962634015954636,608,0.21433069223940662
0.13962634015954636,612,0.2589154991795176
0.13962634015954636,616,0.28513643278045875
0.13962634015954636,620,0.3027872375740584
0.13962634015954636,624,0.30824230774788336
0.13962634015954636,628,0.282579518719514
0.13962634015954636,632,0.1743465284743513
0.13962634015954636,636,0.10953620666231333
0.13962634015954636,640,0.16304862871837658
0.13962634015954636,644,0.20630746550178597
0.13962634015954636,648,0.23182079171043019
0.13962634015954636,652,0.24709781650826743
0.17453292519943295,500,0.3507341225703351
0.17453292519943295,504,0.3510244813006534
0.17453292519943295,508,0.35231673694236804
0.17453292519943295,512,0.3546183801120613
0.17453292519943295,516,0.35612561882406224
0.17453292519943295,520,0.3583324462407291
0.17453292519943295,524,0.36060939212657345
0.17453292519943295,528,0.3637224248227537
0.17453292519943295,532,0.36776557472940913
0.17453292519943295,536,0.3716568713071379
0.17453292519943295,540,0.37739549443947673
0.17453292519943295,544,0.3851406501734615
0.17453292519943295,548,0.395093145643988
0.17453292519943295,552,0.4068882947229059
0.17453292519943295,556,0.3610581110606518
0.17453292519943295,560,0.25083500158919625
0.17453292519943295,564,0.3367596708459888
0.17453292519943295,568,0.37050009714346915
0.17453292519943295,572,0.37391819302401164
0.17453292519943295,576,0.3830109411336381
0.17453292519943295,580,0.36611612944817945
0.17453292519943295,584,0.25907351198304374
0.17453292519943295,588,0.2249124846283487
0.17453292519943295,592,0.2557020946002244
0.17453292519943295,596,0.2548131866464021
0.17453292519943295,600,0.15409746807872066
0.17453292519943295,604,0.20078311208845168
0.17453292519943295,608,0.2500223812030618
0.17453292519943295,612,0.2789777875110938
0.17453292519943295,616,0.29727387821582824
0.17453292519943295,620,0.30554367699168355
0.17453292519943295,624,0.31175792363677596
0.17453292519943295,628,0.31108639315003866
0.17453292519943295,632,0.28360308909141146
0.17453292519943295,636,0.18634623557863073
0.17453292519943295,640,0.1142223055400764
0.17453292519943295,644,0.15687542419488612
0.17453292519943295,648,0.20068800819300148
0.17453292519943295,652,0.226650829080245
0.20943951023931956,500,0.3500331540218319
0.20943951023931956,504,0.35223556150420493
0.20943951023931956,508,0.3545168870626611
0.20943951023931956,512,0.3566873266649998
0.20943951023931956,516,0.35671293799568854
0.20943951023931956,520,0.3605942921744029
0.20943951023931956,524,0.3631554633504073
0.20943951023931956,528,0.36633004984354217
0.20943951023931956,532,0.3702805555600538
0.20943951023931956,536,0.37494721145740384
0.20943951023931956,540,0.3810873167086123
0.20943951023931956,544,0.38926062625582175
0.20943951023931956,548,0.401374128442418
0.20943951023931956,552,0.40380875212122674
0.20943951023931956,556,0.19374471452204664
0.20943951023931956,560,0.30268621724704325
0.20943951023931956,564,0.3504249336514567
0.20943951023931956,568,0.3745136242918713
0.20943951023931956,572,0.3783333672027583
0.20943951023931956,576,0.38221042162681046
0.20943951023931956,580,0.3639511782911244
0.20943951023931956,584,0.2573751423116812
0.20943951023931956,588,0.22440748010616718
0.20943951023931956,592,0.24802727594721982
0.20943951023931956,596,0.1924738030298609
0.20943951023931956,600,0.18181539566470253
0.20943951023931956,604,0.2378747497031908
0.20943951023931956,608,0.27027786851931784
0.20943951023931956,612,0.2829756011879772
0.20943951023931956,616,0.2938618612733321
0.20943951023931956,620,0.30386824851776023
0.20943951023931956,624,0.3123785077992192
0.20943951023931956,628,0.31786924932786165
0.20943951023931956,632,0.3148734657836154
0.20943951023931956,636,0.28512418076301355
0.20943951023931956,640,0.197969180119366
0.20943951023931956,644,0.12542544486230606
0.20943951023931956,648,0.15480042848437742
0.20943951023931956,652,0.19531734375869117
0.24434609527920614,500,0.3512599922763746
0.24434609527920614,504,0.3542304791193861
0.24434609527920614,508,0.3568074046192066
0.24434609527920614,512,0.35932874235084256
0.24434609527920614,516,0.3620095945268074
0.24434609527920614,520,0.36304384292376274
0.24434609527920614,524,0.36680401986933014
0.24434609527920614,528,0.37012924671702874
0.24434609527920614,532,0.37424600875704284
0.24434609527920614,536,0.37930854029689226
0.24434609527920614,540,0.3865310434460193
0.24434609527920614,544,0.3973511127726197
0.24434609527920614,548,0.41082286124978473
0.24434609527920614,552,0.26649694096816046
0.24434609527920614,556,0.26144090029129013
0.24434609527920614,560,0.32950600399723884
0.24434609527920614,564,0.3582525178127783
0.24434609527920614,568,0.3767498939860864
0.24434609527920614,572,0.3779425365535848
0.24434609527920614,576,0.3794693945435722
0.24434609527920614,580,0.35936813577195525
0.24434609527920614,584,0.25140809190476415
0.24434609527920614,588,0.2198268972757867
0.24434609527920614,592,0.23535318212101117
0.24434609527920614,596,0.16389409107457395
0.24434609527920614,600,0.2268846047885525
0.24434609527920614,604,0.2528253641661006
0.24434609527920614,608,0.26886717302542307
0.24434609527920614,612,0.2809799032698865
0.24434609527920614,616,0.2908433273308283
0.24434609527920614,620,0.3004149556726468
0.24434609527920614,624,0.31006234229425783
0.24434609527920614,628,0.3186441699383227
0.24434609527920614,632,0.3237752274281021
0.24434609527920614,636,0.31734534429988903
0.24434609527920614,640,0.2884212271518522
0.24434609527920614,644,0.20843915050197973
0.24434609527920614,648,0.14228025216353204
0.24434609527920614,652,0.16049133852868402
0.2792526803190927,500,0.3517561945191064
0.2792526803190927,504,0.3554524652227685
0.2792526803190927,508,0.35887853870172826
0.2792526803190927,512,0.36224866033880904
0.2792526803190927,516,0.3655233269328911
0.2792526803190927,520,0.36888203415534093
0.2792526803190927,524,0.37047091736599747
0.2792526803190927,528,0.37506173998610187
0.2792526803190927,532,0.3799794353613964
0.2792526803190927,536,0.3863615446482421
0.2792526803190927,540,0.3961333890256895
0.2792526803190927,544,0.41122741022049525
0.2792526803190927,548,0.31915061329049793
0.2792526803190927,552,0.20325355930033187
0.2792526803190927,556,0.3080649203999164
0.2792526803190927,560,0.3440811794018103
0.2792526803190927,564,0.364014910678898
0.2792526803190927,568,0.3788446021104145
0.2792526803190927,572,0.3821498946905287
0.2792526803190927,576,0.37626986978093313
0.2792526803190927,580,0.3541742729150823
0.2792526803190927,584,0.2446840361690387
0.2792526803190927,588,0.20944990918953824
0.2792526803190927,592,0.1857772865534238
0.2792526803190927,596,0.20727067805347052
0.2792526803190927,600,0.2289005756034607
0.2792526803190927,604,0.25287793012031196
0.2792526803190927,608,0.2660722224356336
0.2792526803190927,612,0.27713333030213877
0.2792526803190927,616,0.28805264065997516
0.2792526803190927,620,0.2979238289532068
0.2792526803190927,624,0.30670662669992543
0.2792526803190927,628,0.3149669329930407
0.2792526803190927,632,0.32259521821484444
0.2792526803190927,636,0.32731987009484537
0.2792526803190927,640,0.3218524983256257
0.2792526803190927,644,0.2936100431124843
0.2792526803190927,648,0.221638050370133
0.2792526803190927,652,0.16872833930126538
0.3141592653589793,500,0.35037455463456146
0.3141592653589793,504,0.35530863924129064
0.3141592653589793,508,0.35995579369926844
0.3141592653589793,512,0.36438533010364477
0.3141592653589793,516,0.3685546681528423
0.3141592653589793,520,0.37262824348374135
0.3141592653589793,524,0.3767660430993247
0.3141592653589793,528,0.3800578372931785
0.3141592653589793,532,0.38768763852718907
0.3141592653589793,536,0.3969846037593634
0.3141592653589793,540,0.41223995474489494
0.3141592653589793,544,0.4167128583659949
0.3141592653589793,548,0.20263918179258306
0.3141592653589793,552,0.3146812365015539
0.3141592653589793,556,0.32583756865599856
0.3141592653589793,560,0.3542651773514708
0.3141592653589793,564,0.37013875954235215
0.3141592653589793,568,0.38240591154269576
0.3141592653589793,572,0.38597701022173114
0.3141592653589793,576,0.3729546446657751
0.3141592653589793,580,0.34929329087171107
0.3141592653589793,584,0.23752751312252954
0.3141592653589793,588,0.18854708790256286
0.3141592653589793,592,0.19282854908702785
0.3141592653589793,596,0.22243444939111487
0.3141592653589793,600,0.22558436212792518
0.3141592653589793,604,0.24158350480303706
0.3141592653589793,608,0.25941132276019946
0.3141592653589793,612,0.27556666024835247
0.3141592653589793,616,0.2862825063458932
0.3141592653589793,620,0.2922234804033718
0.3141592653589793,624,0.3017904800228653
0.3141592653589793,628,0.31112618518814134
0.3141592653589793,632,0.31879870268752525
0.3141592653589793,636,0.325034131092905
0.3141592653589793,640,0.3292972870899605
0.3141592653589793,644,0.3252721777266898
0.3141592653589793,648,0.30136722381956726
0.3141592653589793,652,0.24734491587044136
0.3490658503988659,500,0.3463539722604484
0.3490658503988659,504,0.35269776907212763
0.3490658503988659,508,0.3586855073016055
0.3490658503988659,512,0.36440095558589025
0.3490658503988659,516,0.3698538670291541
0.3490658503988659,520,0.3752878937096178
0.3490658503988659,524,0.38091577519987896
0.3490658503988659,528,0.3879616486564677
0.3490658503988659,532,0.39874288793584256
0.3490658503988659,536,0.412891604838981
0.3490658503988659,540,0.4364274279334206
0.3490658503988659,544,0.1408727381777638
0.3490658503988659,548,0.30099922911337884
0.3490658503988659,552,0.34386204609135856
0.3490658503988659,556,0.3566844825839406
0.3490658503988659,560,0.36224656815142114
0.3490658503988659,564,0.378110157773455
0.3490658503988659,568,0.3889395916598581
0.3490658503988659,572,0.39177209545616054
0.3490658503988659,576,0.3747068635501408
0.3490658503988659,580,0.3465363645582267
0.3490658503988659,584,0.23056088792542603
0.3490658503988659,588,0.18377519657364827
0.3490658503988659,592,0.18942025174493957
0.3490658503988659,596,0.21712199938982024
0.3490658503988659,600,0.2409829635420455
0.3490658503988659,604,0.2300927699326869
0.3490658503988659,608,0.24490165524659663
0.3490658503988659,612,0.2605531087298609
0.3490658503988659,616,0.2741525983341781
0.3490658503988659,620,0.2875305002938482
0.3490658503988659,624,0.30399578537617283
0.3490658503988659,628,0.30482860908846515
0.3490658503988659,632,0.31062402684919393
0.3490658503988659,636,0.3211409323472301
0.3490658503988659,640,0.3291656100597257
0.3490658503988659,644,0.33243890324228687
0.3490658503988659,648,0.32850615735927385
0.3490658503988659,652,0.31402399870552045
0.3839724354387525,500,0.33874982607644183
0.3839724354387525,504,0.34635127390928977
0.3839724354387525,508,0.3536923534581409
0.3839724354387525,512,0.36089734756045416
0.3839724354387525,516,0.3680298002799994
0.3839724354387525,520,0.3754426967575927
0.3839724354387525,524,0.38353430933028093
0.3839724354387525,528,0.39403731777797407
0.3839724354387525,532,0.4098051073160219
0.3839724354387525,536,0.43535939083449016
0.3839724354387525,540,0.23521888259048537
0.3839724354387525,544,0.2819059656699249
0.3839724354387525,548,0.3396644495459913
0.3839724354387525,552,0.3624650857061164
0.3839724354387525,556,0.376458734462226
0.3839724354387525,560,0.37634009880003605
0.3839724354387525,564,0.3881406098474696
0.3839724354387525,568,0.39933422202747326
0.3839724354387525,572,0.40157824787331076
0.3839724354387525,576,0.3843172096465419
0.3839724354387525,580,0.3489563130530895
0.3839724354387525,584,0.22913508089959944
0.3839724354387525,588,0.1854428718289845
0.3839724354387525,592,0.1818932432230667
0.3839724354387525,596,0.2110535589144332
0.3839724354387525,600,0.2346798270296252
0.3839724354387525,604,0.25179961685866104
0.3839724354387525,608,0.22946410446665103
0.3839724354387525,612,0.24293371223959265
0.3839724354387525,616,0.2564645087451627
0.3839724354387525,620,0.2683706410375466
0.3839724354387525,624,0.2803867604464657
0.3839724354387525,628,0.2933602400668751
0.3839724354387525,632,0.3084139791590876
0.3839724354387525,636,0.3229107153497304
0.3839724354387525,640,0.31914486634306083
0.3839724354387525,644,0.32696122179303727
0.3839724354387525,648,0.3333772196340896
0.3839724354387525,652,0.3268482887237932
0.4188790204786391,500,0.3271050085530175
0.4188790204786391,504,0.3355090262332691
0.4188790204786391,508,0.3439566308121819
0.4188790204786391,512,0.35264147435818494
0.4188790204786391,516,0.36170103852417584
0.4188790204786391,520,0.37164884559221356
0.4188790204786391,524,0.3832554740496894
0.4188790204786391,528,0.39958386721450573
0.4188790204786391,532,0.428219995628819
0.4188790204786391,536,0.3906057630717234
0.4188790204786391,540,0.25765873326062066
0.4188790204786391,544,0.35057901491256477
0.4188790204786391,548,0.3589124452963738
0.4188790204786391,552,0.37619328067918395
0.4188790204786391,556,0.38931644002240995
0.4188790204786391,560,0.3988818949282634
0.4188790204786391,564,0.3999050682015198
0.4188790204786391,568,0.4131338995120541
0.4188790204786391,572,0.4153727953008037
0.4188790204786391,576,0.39896288659023393
0.4188790204786391,580,0.3589049472312134
0.4188790204786391,584,0.2345724740644195
0.4188790204786391,588,0.19270691413370297
0.4188790204786391,592,0.2025591511962803
0.4188790204786391,596,0.19991335775270977
0.4188790204786391,600,0.2311299184015148
0.4188790204786391,604,0.2477224135751695
0.4188790204786391,608,0.2593571536424071
0.4188790204786391,612,0.22636621617792071
0.4188790204786391,616,0.2359787760396542
0.4188790204786391,620,0.2480916102611457
0.4188790204786391,624,0.2587668744363144
0.4188790204786391,628,0.2697269408384086
0.4188790204786391,632,0.28162589388515497
0.4188790204786391,636,0.29398629310943286
0.4188790204786391,640,0.30459593108383703
0.4188790204786391,644,0.31638622412735223
0.4188790204786391,648,0.33071000019622776
0.4188790204786391,652,0.3139284083968745
