% Model,perovskite_alpha2_45_ax260_rdisk56.mph
% Version,COMSOL 5.6.0.280
% Date,"Dec 7 2021, 08:39"
% Table,Evaluation Group 1 - 
% alpha1 (rad),fr1 (THz),freq (THz),Total reflectance (1)
0.2443460952792061,586,586,0.21735884271668543
0.2443460952792061,587,587,0.2156072379777222
0.2443460952792061,589,589,0.22671825903768505
0.2443460952792061,590,590,0.23339016825293854
0.2443460952792061,591,591,0.2371419785390237
0.2443460952792061,593,593,0.21860707520289818
0.2443460952792061,594,594,0.18942431327256748
0.2443460952792061,595,595,0.16703746811804013
0.2443460952792061,597,597,0.1749349129974996
0.2443460952792061,598,598,0.19085982136223786
0.2443460952792061,599,599,0.20675287950042576
0.2443460952792061,601,601,0.23537560936042579
0.2443460952792061,602,602,0.242176598705341
0.2443460952792061,603,603,0.24786002184877284
0.2443460952792061,641,641,0.27330931818271426
0.2443460952792061,642,642,0.254531434153754
0.2443460952792061,643,643,0.2324761691138658
0.2443460952792061,645,645,0.18475718442508834
0.2443460952792061,646,646,0.16436311360398784
0.2443460952792061,647,647,0.1497921600868344
0.2792526803190927,545,545,0.414237974606325
0.2792526803190927,546,546,0.41183285356299826
0.2792526803190927,547,547,0.3892426101304398
0.2792526803190927,549,549,0.26209248111235106
0.2792526803190927,550,550,0.24716766798043643
0.2792526803190927,551,551,0.20464282378464912
0.2792526803190927,553,553,0.2380048908346303
0.2792526803190927,554,554,0.2693303421299793
0.2792526803190927,555,555,0.2918530337233133
0.2792526803190927,581,581,0.33809544748695697
0.2792526803190927,582,582,0.3112104740083606
0.2792526803190927,583,583,0.2770448020703767
0.2792526803190927,585,585,0.221712022619544
0.2792526803190927,586,586,0.21003593281597388
0.2792526803190927,587,587,0.20728361372341933
0.2792526803190927,589,589,0.21190679604846702
0.2792526803190927,590,590,0.2094376570377501
0.2792526803190927,591,591,0.1985183776177981
0.2792526803190927,593,593,0.18398639051193355
0.2792526803190927,594,594,0.19957147986386567
0.2792526803190927,595,595,0.2055011031892403
0.3141592653589793,541,541,0.41734166445226545
0.3141592653589793,542,542,0.4223933585925863
0.3141592653589793,543,543,0.42514085308467464
0.3141592653589793,545,545,0.3645222062879032
0.3141592653589793,546,546,0.22472620171081456
0.3141592653589793,547,547,0.15659169417781807
0.3141592653589793,549,549,0.2502024877502697
0.3141592653589793,550,550,0.28201447632208415
0.3141592653589793,551,551,0.3026083747795006
0.3141592653589793,577,577,0.37052825558904295
0.3141592653589793,578,578,0.36560447616314
0.3141592653589793,579,579,0.35885906261681355
0.3141592653589793,581,581,0.33241909258614416
0.3141592653589793,582,582,0.30481223017537745
0.3141592653589793,583,583,0.2701482935531384
0.3141592653589793,585,585,0.2142743164186845
0.3141592653589793,586,586,0.20167110963882615
0.3141592653589793,587,587,0.19364688481183662
0.3141592653589793,589,589,0.1853685982820993
0.3141592653589793,590,590,0.1850223061392971
0.3141592653589793,591,591,0.18772670624827772
0.3141592653589793,593,593,0.19952499242052207
0.3141592653589793,594,594,0.20712514775842047
0.3141592653589793,595,595,0.21501729506580702
0.3490658503988659,537,537,0.4181950342140244
0.3490658503988659,538,538,0.42433082046811793
0.3490658503988659,539,539,0.43101388882314295
0.3490658503988659,541,541,0.43241066662120997
0.3490658503988659,542,542,0.3843328914864343
0.3490658503988659,543,543,0.2268032696874447
0.3490658503988659,545,545,0.19327432560489285
0.3490658503988659,546,546,0.24508578120770014
0.3490658503988659,547,547,0.2788135385021602
0.3490658503988659,549,549,0.31647499359431314
0.3490658503988659,550,550,0.32790536553938976
0.3490658503988659,551,551,0.3367591035609599
0.3490658503988659,581,581,0.3284909987343348
0.3490658503988659,582,582,0.2997419022978068
0.3490658503988659,583,583,0.2640539739703843
0.3490658503988659,585,585,0.20637387763987183
0.3490658503988659,586,586,0.1926298584149761
0.3490658503988659,587,587,0.18637521160185544
0.3490658503988659,589,589,0.18207291625760805
0.3490658503988659,590,590,0.18151169437611786
0.3490658503988659,591,591,0.18413667836153347
0.3490658503988659,593,593,0.19596460338923075
0.3490658503988659,594,594,0.20298238022085402
0.3490658503988659,595,595,0.2100959386293949
0.3490658503988659,597,597,0.22396496491919068
0.3490658503988659,598,598,0.23051668547849383
0.3490658503988659,599,599,0.23647803208151802
0.3490658503988659,601,601,0.24213900164628324
0.3490658503988659,602,602,0.23822850430236872
0.3490658503988659,603,603,0.23230668506014118
0.3490658503988659,605,605,0.23207913182577344
0.3490658503988659,606,606,0.23602603936692076
0.3490658503988659,607,607,0.24048568344723614
0.3839724354387525,537,537,0.43723507658317146
0.3839724354387525,538,538,0.4212790656994917
0.3839724354387525,539,539,0.42037018966386425
0.3839724354387525,541,541,0.1349938207737722
0.3839724354387525,542,542,0.1948679209330779
0.3839724354387525,543,543,0.24814522179919782
0.3839724354387525,581,581,0.32976281337129615
0.3839724354387525,582,582,0.2997734060945105
0.3839724354387525,583,583,0.2631106706816516
0.3839724354387525,585,585,0.2049787742875706
0.3839724354387525,586,586,0.19167693325648805
0.3839724354387525,587,587,0.18633364158773255
0.3839724354387525,589,589,0.186249192503366
0.3839724354387525,590,590,0.18624999014775476
0.3839724354387525,591,591,0.18334703413579195
0.3839724354387525,593,593,0.18748208372587724
0.3839724354387525,594,594,0.19583189661951653
0.3839724354387525,595,595,0.20384437029551108
0.3839724354387525,597,597,0.21758724648846567
0.3839724354387525,598,598,0.2236158320577428
0.3839724354387525,599,599,0.22927851077501793
0.3839724354387525,601,601,0.23987957881148086
0.3839724354387525,602,602,0.2448293555911643
0.3839724354387525,603,603,0.24918069349556282
0.3839724354387525,605,605,0.25013046068814526
0.3839724354387525,606,606,0.2421205582927949
0.3839724354387525,607,607,0.23284366706348814
0.4188790204786391,533,533,0.43886532157112557
0.4188790204786391,534,534,0.44980654524226005
0.4188790204786391,535,535,0.45158134889818136
0.4188790204786391,537,537,0.18235175099686782
0.4188790204786391,538,538,0.14184091063336332
0.4188790204786391,539,539,0.208917688089951
0.4188790204786391,541,541,0.2885652275596193
0.4188790204786391,542,542,0.3096293078397723
0.4188790204786391,543,543,0.3260547637292598
0.4188790204786391,545,545,0.3362963704621139
0.4188790204786391,546,546,0.3461853919704852
0.4188790204786391,547,547,0.3531688521778199
0.4188790204786391,577,577,0.3916524516331526
0.4188790204786391,578,578,0.38241768071347926
0.4188790204786391,579,579,0.3719597367088189
0.4188790204786391,581,581,0.3383414463009414
0.4188790204786391,582,582,0.30700745043581334
0.4188790204786391,583,583,0.2692107865052214
0.4188790204786391,585,585,0.2103087110900785
0.4188790204786391,586,586,0.19733254434117714
0.4188790204786391,587,587,0.1926265937697721
0.4188790204786391,589,589,0.19514865649485416
0.4188790204786391,590,590,0.19851915941077503
0.4188790204786391,591,591,0.2016583520182486
0.4188790204786391,593,593,0.19692423892821068
0.4188790204786391,594,594,0.1851093420935968
0.4188790204786391,595,595,0.18728972568114916
0.4188790204786391,597,597,0.21091724281727256
0.4188790204786391,598,598,0.2192172679351855
0.4188790204786391,599,599,0.2257314069641576
0.4188790204786391,601,601,0.23581333376434244
0.4188790204786391,602,602,0.2400330790333871
0.4188790204786391,603,603,0.24396166091345664
0.4188790204786391,605,605,0.25138477100150625
0.4188790204786391,606,606,0.25489687023841473
0.4188790204786391,607,607,0.25792100058621165
0.4188790204786391,609,609,0.25659231384516434
0.4188790204786391,610,610,0.24670584555080688
0.4188790204786391,611,611,0.23355954288976027
